"Otu00001"	"Otu00002"	"Otu00003"	"Otu00004"	"Otu00005"	"Otu00006"	"Otu00008"	"Otu00009"	"Otu00010"	"Otu00011"	"Otu00012"	"Otu00013"	"Otu00014"	"Otu00015"	"Otu00017"	"Otu00018"	"Otu00020"	"Otu00021"	"Otu00022"	"Otu00025"	"Otu00026"	"Otu00027"	"Otu00028"	"Otu00029"	"Otu00030"	"Otu00033"	"Otu00034"	"Otu00035"	"Otu00036"	"Otu00037"	"Otu00038"	"Otu00039"	"Otu00040"	"Otu00042"	"Otu00043"	"Otu00044"	"Otu00045"	"Otu00047"	"Otu00048"	"Otu00050"	"Otu00051"	"Otu00052"	"Otu00053"	"Otu00055"	"Otu00056"	"Otu00058"	"Otu00059"	"Otu00060"	"Otu00061"	"Otu00064"	"Otu00066"	"Otu00069"	"Otu00071"	"Otu00073"	"Otu00074"	"Otu00075"	"Otu00078"	"Otu00081"	"Otu00086"	"Otu00090"	"Otu00094"	"Otu00095"	"Otu00098"	"Otu00099"	"Otu00102"	"Otu00104"	"Otu00108"	"Otu00109"	"Otu00111"	"Otu00112"	"Otu00114"	"Otu00117"	"Otu00119"	"Otu00120"	"Otu00124"	"Otu00125"	"Otu00126"	"Otu00128"	"Otu00129"	"Otu00132"	"Otu00137"	"Otu00138"	"Otu00139"	"Otu00140"	"Otu00141"	"Otu00142"	"Otu00144"	"Otu00145"	"Otu00147"	"Otu00148"	"Otu00154"	"Otu00155"	"Otu00156"	"Otu00157"	"Otu00158"	"Otu00160"	"Otu00164"	"Otu00166"	"Otu00168"	"Otu00169"	"Otu00171"	"Otu00176"	"Otu00177"	"Otu00178"	"Otu00179"	"Otu00181"	"Otu00184"	"Otu00187"	"Otu00189"	"Otu00190"	"Otu00191"	"Otu00197"	"Otu00200"	"Otu00201"	"Otu00202"	"Otu00204"	"Otu00205"	"Otu00206"	"Otu00208"	"Otu00210"	"Otu00211"	"Otu00217"	"Otu00218"	"Otu00220"	"Otu00223"	"Otu00224"	"Otu00232"	"Otu00233"	"Otu00236"	"Otu00241"	"Otu00245"	"Otu00246"	"Otu00253"	"Otu00256"	"Otu00259"	"Otu00260"	"Otu00262"	"Otu00263"	"Otu00265"	"Otu00266"	"Otu00267"	"Otu00268"	"Otu00269"	"Otu00271"	"Otu00274"	"Otu00279"	"Otu00281"	"Otu00285"	"Otu00286"	"Otu00287"	"Otu00289"	"Otu00293"	"Otu00294"	"Otu00298"	"Otu00303"	"Otu00305"	"Otu00309"	"Otu00318"	"Otu00320"	"Otu00321"	"Otu00326"	"Otu00329"	"Otu00330"	"Otu00333"	"Otu00334"	"Otu00340"	"Otu00341"	"Otu00342"	"Otu00345"	"Otu00349"	"Otu00352"	"Otu00354"	"Otu00355"	"Otu00361"	"Otu00363"	"Otu00364"	"Otu00365"	"Otu00366"	"Otu00369"	"Otu00373"	"Otu00374"	"Otu00377"	"Otu00378"	"Otu00390"	"Otu00394"	"Otu00402"	"Otu00405"	"Otu00411"	"Otu00416"	"Otu00426"	"Otu00434"
"6C_Sv"	0.0327810227679104	0.00637739897484802	0.709232328048635	0.0342412683275718	0.00971510311121707	0.0154666825604959	0.0103111217069973	0.0257182024079151	0.109429014185243	0.00393372273214924	0.00721182500894028	0	0.000685421385147217	0.00300989390868995	0	0	0	0.000715222314936226	0.0143640481583025	0.00137084277029443	0.00390392180236023	0	0	0	0	0	0	0	0	0	0	0	0	0.0019072595064966	0	0.0012814399809274	0	0	0	0	0	0	0	0.000894027893670283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000894027893670283	0	0.000625819525569198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426153295982835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166885206818453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6D_Sv"	0.0678608714764548	0.0121984724435409	0.56717402055058	0.0702236386614649	0.014781031924831	0.00417605362932029	0.00412110555525029	0.0913236991043464	0.0865432166602561	0.00703335348096049	0.0158799934062311	0.00511017088851036	0.0014835979998901	0.00450574207374032	0.0028023517775702	0.00395626133304028	0.00461563822188032	0	0	0.0165393702950712	0	0.00445079399967031	0	0.00203307874059014	0	0.00131875377768009	0.0013737018517501	0	0	0	0	0	0	0.00346172866641024	0	0	0	0	0	0	0	0	0	0.00203307874059014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203307874059014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296719599978021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6E_Sv"	0.434693599017333	0.0125562986215368	0.0465401938037396	0.103452982120923	0.0597788999590555	0.037122969837587	0.0545926027023338	0.0601883444793231	0.0208816705336427	0.0234748191620035	0.0111914835539784	0.00409444520267504	0	0.0125562986215368	0.00928074245939675	0	0.00832537191210591	0.00409444520267504	0.014057595195851	0.0487238979118329	0.0075064828715709	0.00873481643237341	0	0	0.00655111232428006	0	0	0.0035485191756517	0.00518629725672171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00286611164187253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7A_Sv"	0.0196027633851468	0.00362694300518135	0.172754749568221	0.254447322970639	0.0345854922279793	0.0648963730569948	0.238989637305699	0.0294041450777202	0.0399395509499136	0.00341105354058722	0.00146804835924007	0.00181347150259067	0.00151122625215889	0.00833333333333333	0.00246113989637306	0	0.00280656303972366	0.00785837651122625	0.0130397236614853	0	0.0460708117443869	0.00280656303972366	0	0	0.0102331606217617	0	0	0.00151122625215889	0	0	0	0	0	0	0	0	0	0.00302245250431779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241796200345423	0	0.00181347150259067	0.01213298791019	0	0	0	0.00263385146804836	0	0.00207253886010363	0	0	0	0.00237478411053541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016839378238342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293609671848014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116580310880829	0	0.00120898100172712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00496545768566494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7B_Sv"	0.0172419726743986	0.00203049179199504	0.071893175482672	0.00942974154248546	0.0517603331383143	0.160408851567609	0.247685583508277	0.0135595553567127	0.110782255566645	0.00230581271294352	0.00117011391403104	0	0	0.00519668238290257	0.00877585435523282	0	0.0015486801803352	0	0.158034208624428	0	0.0175172935953471	0.00220256736758784	0	0	0.0018928313315208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127335925938672	0	0.0927143201294008	0	0	0	0	0.00388890800839729	0	0.00264996386412913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00302853013043329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000825962762845442	0	0	0	0	0	0	0	0	0	0	0.00760574044120178	0	0	0	0	0	0.00185841621640224	0	0	0.00271879409436625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7C_Sv"	0.031592249368155	0.008424599831508	0.319292333614153	0.0360151642796967	0.114469250210615	0.0495998315080034	0.102780117944398	0.0137952822240944	0.0152695871946083	0.023167649536647	0.0086352148272957	0.0080033698399326	0.00684498736310025	0.0574978938500421	0.0104254422914912	0.0061078348778433	0.0458087615838248	0.0044229149115417	0	0	0.0092670598146588	0.0643428812131424	0	0	0.0306444818871104	0	0	0	0.00242207245155855	0.00747683235046335	0	0	0	0	0	0	0	0.0050547598989048	0	0	0.00368576242628475	0	0	0	0	0	0	0	0	0	0	0.00368576242628475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00452822240943555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067396798652064	0	0	0	0
"7D_Sv"	0.0706970211271727	0.0140457657868555	0.0640252823784163	0.110259261426816	0.17639140867326	0.0239948498858782	0.120032773453503	0.0144554339556388	0.0283841516942705	0.079709720840405	0.00895417568912038	0.00198981681980453	0.00778369520688243	0.0320126411892082	0.0646105226195353	0	0.0241704219582138	0.0056183063147422	0.00298472522970679	0.00234096096447592	0.008603031544449	0.0478726517235325	0.00181424474746884	0	0.0400304324925382	0	0	0	0	0.00152162462690935	0	0	0	0	0.00122900450634986	0	0.00169719669924504	0.00485749400128753	0	0	0.00239948498858782	0	0.00204834084391643	0	0	0	0	0.00339439339849008	0	0	0	0	0.00269210510914731	0	0.00386258559138526	0.00415520571194475	0	0	0	0.00216538889214022	0	0	0	0	0	0	0	0	0	0	0.00134605255457365	0	0	0	0	0	0	0	0	0	0	0.00643764265230877	0	0	0	0	0	0	0	0	0	0	0	0	0.00146310060279745	0	0	0.0029262012055949	0	0	0	0	0	0	0	0	0.00152162462690935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152162462690935	0	0	0	0	0	0	0	0.00397963363960906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7E_Sv"	0.115610896196003	0.0191811734364926	0.0601627981947131	0.038563829787234	0.138297872340426	0.0205512572533849	0.125201482914249	0.00906673114119923	0.0862749838813669	0.017327530625403	0.00556092843326886	0.00620567375886525	0.0102353320438427	0.0247823984526112	0.0115248226950355	0.00390876853642811	0.00822050290135396	0.00644745325596389	0.192013217279175	0.00261927788523533	0.00672952933591232	0.00781753707285622	0	0.00906673114119923	0.0265151515151515	0.00132978723404255	0	0.00342520954223082	0	0.000967117988394584	0.0029819471308833	0	0	0	0.00181334622823985	0	0	0.00149097356544165	0	0	0	0	0.00112830431979368	0	0	0	0	0	0	0	0	0.00221631205673759	0.00249838813668601	0	0.00459381044487427	0	0	0.000967117988394584	0.00636686009026435	0.00370728562217924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00830109606705351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217601547388781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116860090264346	0	0	0	0.00104771115409413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193423597678917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8A_Sv"	0.0845313753316468	0.015764792990683	0.126673659529833	0.0199913617572654	0.204201888073055	0.075121860924292	0.128154501141482	0.0218732646387363	0.0509039304004443	0.0313444807799099	0.0165977663972358	0.00561485777750355	0.00237551675202073	0.0338434009995681	0.0108286542851854	0.000925526007280805	0.013450977972481	0.00863824273462084	0.00215956068365521	0.000987227741099525	0.019960510890356	0.00694144505460603	0.000740420805824644	0.00135743814401185	0.0347380761399395	0.00431912136731042	0	0.0367433824890479	0	0	0.00419571789967298	0	0	0.000678719072005923	0	0	0.00148084161164929	0.000894675140371444	0	0	0.00431912136731042	0	0	0.00299253409020793	0	0	0	0	0	0	0	0.00151169247855865	0.0110137594866416	0	0.00157339421237737	0	0	0.00234466588511137	0	0.00185105201456161	0	0.00135743814401185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000771271672734004	0	0.000987227741099525	0	0	0	0	0	0	0	0.000802122539643364	0	0	0	0.00107978034182761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000987227741099525	0	0.000771271672734004	0	0	0	0.000894675140371444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709569938915283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8B_Sv"	0.144065491059283	0.0171147330151114	0.016743748917963	0.0399920856725942	0.0156060643533747	0.428264041748077	0.0780303217668736	0.046471941236119	0.0145673088813593	0.00803798877154799	0.00338832142062177	0.000568842282294166	0.00469913189721267	0.00440234461949398	0.0487473103652957	0	0.00952192516014147	0.00234956594860634	0.00274528231889793	0.00848316968812604	0.00699923329953256	0.00427868325377785	0	0	0.0618554151312047	0	0	0	0	0.00212697549031732	0	0	0.00375930551777014	0	0.00118714911087478	0	0	0	0.0030173373234734	0	0	0	0	0	0	0	0	0.00121188138401801	0	0.00106348774515866	0	0	0	0	0.00779066604011575	0.000568842282294166	0	0	0	0.00108822001830188	0	0.00254742413375213	0	0.00133554274973413	0	0	0	0.000741968194296738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101402319887221	0	0	0	0	0	0	0	0	0	0	0.00059357455543739	0	0	0	0	0	0	0	0	0.000741968194296738	0.000964558652585759	0	0	0.000964558652585759	0	0	0	0	0	0	0	0	0	0.000964558652585759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000766700467439962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000618306828580615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8C_Sv"	0.0207612456747405	0.0423970493174645	0.05905167496863	0.0545648123502795	0.14289516711662	0.0959732309213278	0.202251036161071	0.0444123350697745	0.0310658199931556	0.0490893189855128	0.0384045020723221	0.00216738279022016	0	0.00372637742879957	0.0230807255028708	0.00220540704969771	0.00224343130917525	0.0279858549754744	0.00216738279022016	0.00311798927715883	0.00452488687782805	0.00444883835887296	0	0.00201528575230997	0.05703638921632	0	0	0.0185558386250428	0	0	0	0	0	0.00216738279022016	0	0	0	0	0	0	0.00155899463857941	0	0	0	0	0	0	0	0	0.000836533708506027	0	0	0.00711053652230123	0	0.00178714019544469	0.00133084908171413	0	0	0	0.00159701889805696	0	0.00197726149283243	0	0	0	0	0	0	0.00091258222746112	0	0	0	0	0	0	0	0	0	0	0	0	0.0276436366401764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000988630746416213	0	0	0	0	0	0	0	0	0	0	0.0150195824936309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125480056275904	0	0	0	0	0.000874557967983573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079850944902848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8D_Sv"	0.060367722165475	0.0246169560776302	0.0354443309499489	0.220258767449779	0.0749744637385087	0.0110997616615594	0.0374191351719442	0.0468845760980592	0.0154919986380661	0.0718760640108955	0.0274429690160027	0.00531154239019408	0.00932924753149472	0.0485188968335036	0.0542390194075587	0.00541368743615935	0.0714334354783793	0.0013959822948587	0.00221314266258086	0.00708205652025877	0.0031324480762683	0.0760980592441267	0	0.0052093973442288	0.0219952332311883	0	0	0.00776302349336057	0	0	0.00241743275451141	0	0	0.000851208716377256	0.00122574055158325	0	0	0.000715015321756895	0	0	0.00446033367381682	0	0.00316649642492339	0	0	0	0	0.00377936670071502	0	0	0.00241743275451141	0.00949948927477017	0	0	0.00132788559754852	0.00446033367381682	0.000953353762342526	0.00194075587334014	0	0.000783112019067075	0	0	0	0	0	0	0	0	0	0	0.00200885257065032	0	0	0	0	0	0	0	0	0	0	0.0027919645897174	0.000817160367722165	0	0	0.00183861082737487	0	0	0	0	0	0	0	0	0.00214504596527068	0	0	0	0	0	0	0	0	0.00119169220292816	0	0	0.00211099761661559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919305413687436	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013959822948587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177051413006469	0	0	0	0
"8E_Sv"	0.128295454545455	0.0446363636363636	0.0249772727272727	0.0684318181818182	0.0789545454545455	0.106454545454545	0.0588636363636364	0.0312954545454545	0.0215227272727273	0.0465454545454545	0.00702272727272727	0.00279545454545455	0.0107272727272727	0.0238409090909091	0.137863636363636	0	0.04125	0.00463636363636364	0.00111363636363636	0.00793181818181818	0.027	0.0252045454545455	0	0	0.0477272727272727	0	0	0.00127272727272727	0.000886363636363636	0.000659090909090909	0.00190909090909091	0	0.00293181818181818	0	0	0	0.000681818181818182	0.000636363636363636	0.00347727272727273	0.000636363636363636	0.00136363636363636	0	0.00229545454545455	0	0	0	0	0.00268181818181818	0	0.00113636363636364	0	0	0	0	0.00234090909090909	0.00113636363636364	0.00154545454545455	0.001	0	0.000954545454545455	0	0.00129545454545455	0.00122727272727273	0.00075	0.000909090909090909	0	0	0.000636363636363636	0	0	0.00138636363636364	0	0	0	0	0	0	0	0	0	0	0.00111363636363636	0.000568181818181818	0	0	0.000568181818181818	0	0	0	0.000863636363636364	0	0	0	0	0.00104545454545455	0	0	0	0	0	0	0	0	0	0	0	0.00295454545454545	0	0	0	0	0.000909090909090909	0	0	0	0	0	0	0	0	0.00159090909090909	0.000727272727272727	0	0	0.000568181818181818	0	0	0	0	0.000704545454545455	0.000704545454545455	0	0	0	0.00181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9A_Sv"	0.0595413241021203	0.0152315015144959	0.246473388143661	0.0264820424058849	0.139420164430982	0.0521852012115967	0.0623972306360883	0.037559498052791	0.0797057550843791	0.0118563392470792	0.00346170488965816	0	0.00597144093466032	0.0308091735179576	0.00536564257897014	0	0.00536564257897014	0.00969277369104284	0	0.0088273474686283	0.0238857637386413	0	0	0	0.0765036780614453	0	0	0.00926006057983557	0	0.00216356555603635	0.0298572046733016	0	0	0.00320207702293379	0	0.00233665080051926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022501081782778	0	0	0	0	0.0391172652531372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250973604500216	0	0.00199048031155344	0	0	0	0.00276936391172653	0	0	0	0	0	0	0	0.00380787537862397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9B_Sv"	0.0181808516293658	0.00369464674924246	0.179416298974005	0.0127319121790442	0.0720854818988889	0.325075753548456	0.154377757694966	0.00967519004837595	0.0937483387379725	0.00138217000691085	0.00427941098293552	0	0.00366806655680187	0.00579448195204933	0.00194035404816331	0	0.00135558981447026	0.0208654510658657	0.00483759502418798	0	0.00890436446759875	0	0	0	0.0192706395194301	0	0	0.00217957578012865	0	0	0.0191377385572272	0	0	0	0	0	0	0.00138217000691085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171442241241827	0	0.00223273616500983	0	0	0	0	0.00536919887299984	0	0.00390728828876721	0	0	0.000903726542980171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000691085003455425	0	0	0	0.000611344426133645	0	0	0	0	0	0	0	0	0.000983467120301951	0	0	0	0.0011695284673861	0	0	0	0	0	0	0	0.000558184041252459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244537770453458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9C_Sv"	0.0582415828945269	0.0264879527684698	0.281474389660124	0.102600925482687	0.150789851603638	0.0279240465932663	0.0845699696824637	0.045157172490825	0.0705281633955641	0.0142013722674326	0.00446784745492261	0	0.00861656294877932	0.0331897239508537	0.00478697941598851	0	0	0.0122865805010372	0	0	0.00542524333812031	0	0	0	0.00781873304611457	0	0	0.0154779001116962	0	0	0.0122865805010372	0	0	0.0143609382479655	0	0.00446784745492261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00957395883197702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526567735758736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9D_Sv"	0.0900578353070779	0.00435141834205453	0.0859634627742587	0.0228587166069953	0.190287340493895	0.0120077113742771	0.117469934820527	0.080290094556137	0.150041310933627	0.00503075369503351	0.00438813917194529	0	0.00321307261544111	0.0270265307995961	0.0014871936105756	0	0.00110162489672267	0.0104837969338107	0.00341503717984026	0.0004957312035252	0.00888644083356284	0.000807858257596622	0	0	0.0583493986964105	0	0	0.0641512898191499	0	0	0.0259432663178188	0	0	0	0	0	0	0.00521435784448728	0	0	0.00126686863123107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011567061415588	0	0.0042963370972184	0	0.00152391444046635	0	0	0.000771137427705866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000605893693197466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119342697144955	0	0	0	0	0	0	0.000807858257596622	0	0	0	0	0	0	0	0	0	0	0	0.000734416597815111	0.00334159552005875	0	0	0	0.00236849352795373	0	0.000862939502432755	0	0	0	0	0	0.00242357477278987	0	0.000881299917378133	0	0	0	0	0.00156063527035711	0	0.000403929128798311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385568713852933	0	0	0	0.000569172863306711	0	0	0.00152391444046635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9E_Sv"	0.135614944095991	0.0397600218161985	0.147695664030543	0.00845377692937006	0.176629397327516	0.0327788382874284	0.0767930188164712	0.00643577856558495	0.165994000545405	0.00403599672757022	0.00147259340059995	0.00376329424597764	0.00689937278429234	0.013935096809381	0.0067902917916553	0.0034633215162258	0.00199072811562585	0.00482683392418871	0.00403599672757022	0	0.0215980365421325	0.00269975456776657	0	0.00586310335424052	0.0788110171802563	0.00147259340059995	0	0.00220889010089992	0	0	0.00589037360239978	0	0	0.00111808017452959	0	0.000599945459503681	0.000790837196618489	0	0	0	0	0	0	0	0	0	0	0	0	0.000681756203981456	0	0	0.0192800654485956	0	0	0	0	0.000709026452140714	0.00441778020179984	0.00299972729751841	0	0	0	0	0.00174529588219253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000681756203981456	0	0	0	0	0	0	0	0	0	0	0	0	0.00384510499045541	0	0	0	0.00160894464139624	0	0	0	0	0	0	0	0	0	0.000954458685574039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000654485955822198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIO1_1_An"	0.0142578445493828	0.00712892227469141	0.00670957390559192	0.0753733112111875	0.130362645176582	0.223093332360931	0.182124819953689	0.10069830619724	0.00749357303043011	0.00277134574361405	0.00729301511477383	0.00103925465385527	0	0.0400386529801083	0.00140390540959396	0.000474045982460299	0.00299013619705727	0.11455503491531	0.0014221379473809	0.0122340328550331	0.0448885080314329	0	0	0	0.000929859427133663	0	0.000619906284755775	0	0.000711068973690448	0	0	0	0.000382883293525626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488632012689846	0	0	0	0.000711068973690448	0	0.00422994876656882	0	0	0	0	0	0.0010574871916422	0	0	0.00111218480500301	0	0	0	0	0	0	0	0	0	0.00160446332525024	0	0.00211497438328441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158623078746331	0	0	0	0.00109395226721607	0	0	0	0.00125804510729848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382883293525626	0	0	0	0	0	0	0	0.000966324502707532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
