"Otu00001"	"Otu00002"	"Otu00003"	"Otu00004"	"Otu00005"	"Otu00006"	"Otu00008"	"Otu00009"	"Otu00010"	"Otu00011"	"Otu00012"	"Otu00013"	"Otu00014"	"Otu00015"	"Otu00017"	"Otu00018"	"Otu00020"	"Otu00021"	"Otu00022"	"Otu00025"	"Otu00026"	"Otu00027"	"Otu00028"	"Otu00029"	"Otu00030"	"Otu00033"	"Otu00034"	"Otu00035"	"Otu00036"	"Otu00037"	"Otu00038"	"Otu00039"	"Otu00040"	"Otu00042"	"Otu00043"	"Otu00044"	"Otu00045"	"Otu00047"	"Otu00048"	"Otu00050"	"Otu00051"	"Otu00052"	"Otu00053"	"Otu00055"	"Otu00056"	"Otu00058"	"Otu00059"	"Otu00060"	"Otu00061"	"Otu00064"	"Otu00066"	"Otu00069"	"Otu00071"	"Otu00073"	"Otu00074"	"Otu00075"	"Otu00078"	"Otu00081"	"Otu00086"	"Otu00090"	"Otu00094"	"Otu00095"	"Otu00098"	"Otu00099"	"Otu00102"	"Otu00104"	"Otu00108"	"Otu00109"	"Otu00111"	"Otu00112"	"Otu00114"	"Otu00117"	"Otu00119"	"Otu00120"	"Otu00124"	"Otu00125"	"Otu00126"	"Otu00128"	"Otu00129"	"Otu00132"	"Otu00137"	"Otu00138"	"Otu00139"	"Otu00140"	"Otu00141"	"Otu00142"	"Otu00144"	"Otu00145"	"Otu00147"	"Otu00148"	"Otu00154"	"Otu00155"	"Otu00156"	"Otu00157"	"Otu00158"	"Otu00160"	"Otu00164"	"Otu00166"	"Otu00168"	"Otu00169"	"Otu00171"	"Otu00176"	"Otu00177"	"Otu00178"	"Otu00179"	"Otu00181"	"Otu00184"	"Otu00187"	"Otu00189"	"Otu00190"	"Otu00191"	"Otu00197"	"Otu00200"	"Otu00201"	"Otu00202"	"Otu00204"	"Otu00205"	"Otu00206"	"Otu00208"	"Otu00210"	"Otu00211"	"Otu00217"	"Otu00218"	"Otu00220"	"Otu00223"	"Otu00224"	"Otu00232"	"Otu00233"	"Otu00236"	"Otu00241"	"Otu00245"	"Otu00246"	"Otu00253"	"Otu00256"	"Otu00259"	"Otu00260"	"Otu00262"	"Otu00263"	"Otu00265"	"Otu00266"	"Otu00267"	"Otu00268"	"Otu00269"	"Otu00271"	"Otu00274"	"Otu00279"	"Otu00281"	"Otu00285"	"Otu00286"	"Otu00287"	"Otu00289"	"Otu00293"	"Otu00294"	"Otu00298"	"Otu00303"	"Otu00305"	"Otu00309"	"Otu00318"	"Otu00320"	"Otu00321"	"Otu00326"	"Otu00329"	"Otu00330"	"Otu00333"	"Otu00334"	"Otu00340"	"Otu00341"	"Otu00342"	"Otu00345"	"Otu00349"	"Otu00352"	"Otu00354"	"Otu00355"	"Otu00361"	"Otu00363"	"Otu00364"	"Otu00365"	"Otu00366"	"Otu00369"	"Otu00373"	"Otu00374"	"Otu00377"	"Otu00378"	"Otu00390"	"Otu00394"	"Otu00402"	"Otu00405"	"Otu00411"	"Otu00416"	"Otu00426"	"Otu00434"
"3A_Sv"	0.160809931421134	0.0372928868198428	0.142013315312609	0.0540621714972218	0.00733343344846574	0.00325374180307353	0.0134404565250038	0.024027631776543	0.0057566201131301	0.0189968463733293	0.0158432197026581	0.00370425989888372	0.00187715873254242	0.00613205185963858	0.014116233668719	0.0926064974720929	0.00788406667667818	0.000901036191620363	0.00115132402262602	0.0119387295389698	0.00125143915502828	0.00130149672122941	0.0316113530560144	0.00290333883966562	0.000951093757821495	0.00212744656354808	0	0	0.186589578014717	0	0	0.0277068628923262	0	0.00122641037192772	0.00075086349301697	0.00593182159483406	0	0.00097612254092206	0	0.000901036191620363	0.000525604445111879	0.0118386144065676	0.00235270561145317	0	0	0	0	0.0057566201131301	0	0	0.0145166941983281	0.00347900085097863	0	0	0	0	0.00290333883966562	0.00105120889022376	0	0	0	0	0.00317865545377184	0.000525604445111879	0	0.00145166941983281	0	0	0	0	0	0.000625719577514141	0.00300345397206788	0.000700805926815838	0.00165189968463733	0.0016018421184362	0	0.0015267557691345	0	0	0	0	0	0.00325374180307353	0	0.000951093757821495	0.000525604445111879	0	0	0.00205236021424638	0	0.00315362667067127	0	0	0.00107623767332432	0.00075086349301697	0.00277819492416279	0.00550633228212444	0.00170195725083846	0	0	0	0	0	0	0.000700805926815838	0	0	0	0	0.00252790709315713	0	0	0	0	0	0.00107623767332432	0	0	0	0	0	0.00172698603393903	0.00097612254092206	0	0	0	0	0	0	0	0.00227761926215147	0	0	0	0	0	0	0	0	0	0	0.00230264804525204	0	0.00180207238324073	0.000525604445111879	0	0.00708314561746008	0	0	0	0.000675777143715273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280322370726335	0	0.002477849526956	0	0	0	0	0	0	0.004955699053912	0	0	0	0	0	0	0	0.0016769284677379	0	0	0	0	0	0	0.000600690794413576	0
"3B_Sv"	0.258411377037808	0.0384726557983582	0.108307318765175	0.0571742397965083	0.0121690368828766	0.00468262226847034	0.0443403861718118	0.00930743438547809	0.00841137703780784	0.0321424442132038	0.0158977916522141	0.00375765984506879	0.00716845878136201	0.00754422476586889	0.0179500520291363	0.0702682391027865	0.00971210544571627	0	0	0.00488495779858943	0.00164758931668401	0.00268817204301075	0.0382992253439704	0.0037287547693375	0	0.00127182333217713	0.000809342120476356	0	0.0572609550237022	0	0	0.0167360388484218	0	0.00323736848190542	0.00161868424095271	0.0247716499017227	0	0.00173430454387791	0	0.00211007052838478	0.00462481211700775	0.028384784368135	0.00260145681581686	0	0	0	0	0.00450919181408255	0	0	0.0110128338536247	0.00173430454387791	0	0	0	0.000838247196207654	0.00239912128569777	0.00211007052838478	0	0	0	0	0.00228350098277258	0.000693721817551162	0	0.000982772574864146	0	0	0	0	0	0	0.00687940802404902	0.00254364666435426	0	0.0017632096196092	0	0.00141634871083362	0	0	0.000664816741819864	0	0	0.00237021620996647	0	0.000607006590357267	0.000635911666088565	0.0133541449878599	0	0.0018499248468031	0	0.00167649439241531	0	0.000809342120476356	0	0.000693721817551162	0.00124291825644583	0.0017921146953405	0.00309284310324893	0	0	0	0	0	0	0.0172852352873165	0	0	0	0	0.00228350098277258	0	0	0	0	0	0	0	0	0	0	0	0	0.000838247196207654	0	0	0	0	0	0	0	0.00211007052838478	0	0	0	0	0	0	0	0	0	0	0.000809342120476356	0	0.000751531969013759	0.000896057347670251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173430454387791	0	0	0	0	0	0	0.00147415886229622	0	0	0	0	0	0	0	0.000982772574864146	0	0	0	0	0	0	0.000751531969013759	0
"3C_Sv"	0.163629504961987	0.0320352852417155	0.089576925309036	0.27502756659509	0.0125355463989322	0.00618072079391794	0.0570483431025477	0.0117520747489989	0.00641286054204631	0.016772096802275	0.0528988451047531	0.00269862457199234	0.00359816609598979	0.0106494109453891	0.0349660495618362	0.0116940398119668	0.0128547385526087	0	0.00264058963496025	0.00104462886657768	0.000754454181417213	0.0060936683883698	0.039173582496663	0.00287272938308862	0.000928558992513493	0	0	0	0.00580349370320933	0	0	0.00165399570541466	0	0.00324995647379723	0	0.0275665950902443	0	0.00078347164993326	0	0	0.000899541523997446	0.0741976669955313	0.00113168127212582	0	0	0	0	0.00142185595728629	0	0	0.00229238001276769	0.00078347164993326	0	0	0.00182810051651094	0.00113168127212582	0.00159596076838257	0.00136382102025419	0	0	0	0	0.000754454181417213	0	0	0.00197318785909117	0	0	0	0	0.000638384307353026	0	0.00243746735534792	0.00246648482386397	0	0.0017410481109628	0	0	0	0	0.000812489118449306	0	0	0.000841506586965353	0	0.00153792583135047	0.00136382102025419	0	0	0	0	0.0034820962219256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165399570541466	0	0	0	0	0	0.000754454181417213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3D_Sv"	0.100309135486622	0.0720605479160004	0.11395373627545	0.0644920584159471	0.0132182070141776	0.00383754397185801	0.010766442809935	0.0160963649930711	0.00394414241552073	0.0321927299861422	0.0183349323099883	0.013431403901503	0.00447713463383435	0.00884767082400597	0.0266496109156806	0.0283551860142842	0.0123654194648758	0	0	0.00266496109156806	0	0.00287815797889351	0.13314145613474	0.0105532459226095	0.00245176420424262	0.0042639377465089	0	0	0.0654514444089116	0	0	0.0123654194648758	0	0	0	0.0375226521692783	0	0	0	0.00341115019720712	0	0.090288881782326	0.00735529261272785	0	0	0	0	0.0066091035070888	0	0	0.0052233237394734	0.00490352840848524	0	0	0	0	0.00575631595778702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564971751412429	0.00927406459865686	0	0.00842127704935508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255836264790534	0	0.0075684895000533	0	0	0	0	0	0.00298475642255623	0.00458373307749707	0	0	0	0	0	0	0.0111928365845859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277155953523079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351774864086984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033045517535444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3E_Sv"	0.203080849512351	0.0803254033360678	0.0323808221675326	0.0552365326770577	0.00489927991978853	0.0061297967368517	0.0171588733934919	0.0381460213289582	0.00556011302524838	0.0149485005924711	0.0173183848327409	0.00583356120681797	0.00485370522286027	0.00353203901194057	0.0278917145200984	0.0289171452009844	0.00963904840032814	0.000706407802388114	0	0.00120772946859903	0.0024382462856622	0.00182298787713062	0.144950323580348	0.00690456658463221	0.00123051681706317	0.00401057332968736	0	0	0.0548035730562392	0	0	0.0417008476893629	0	0.000934281287029441	0.00353203901194057	0.0395588369337344	0	0.000934281287029441	0	0.0024382462856622	0	0.0486509889709233	0.00448910764743414	0	0	0	0	0.00314465408805031	0	0.000569683711603318	0.00503600401057333	0.00357761370886884	0	0	0	0	0.00583356120681797	0.000774769847780512	0	0	0	0	0.00264333242183939	0	0	0	0	0.000820344544708778	0	0	0	0.00109379272627837	0.000865919241637043	0.00419287211740042	0.00148117765016863	0.00189134992252302	0	0.00136724090784796	0	0	0	0	0	0.000820344544708778	0	0.000729195150852247	0.00287120590648072	0.00100264333242184	0	0.00275726916416006	0	0.00462583173821894	0	0	0	0	0	0.0141965180931547	0.00360040105733297	0	0	0	0	0	0	0.00398778598122322	0.0013900282563121	0	0	0.000546896363139185	0.000888706590101176	0	0	0	0	0	0.000546896363139185	0	0	0	0	0	0.00184577522559475	0	0	0	0	0	0	0	0	0.00107100537781424	0	0	0	0	0	0	0	0	0	0	0	0	0.000660833105459849	0.00075198249931638	0	0.00330416552729924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000797557196244645	0	0.000729195150852247	0	0.000524109014675052	0	0.000478534317746787	0	0	0.0011165800747425	0	0.00129887886245556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4A_Sv"	0.331136788549361	0.0202592944493824	0.132681521439299	0.0719342875532534	0.041959113617556	0.00459741931529102	0.0111564042051062	0.00530235694363564	0.00606859349618414	0.0250406105372851	0.0099304257210286	0.00708002574554817	0.005118460171024	0.0268182793391976	0.0290250406105373	0.00842860207803353	0.0254084040825084	0.00334079136911147	0.00536365586783952	0.000919483863058203	0	0.00392313114904833	0.0809145799491219	0.0164894106108438	0.0010727311735679	0.00245195696815521	0	0	0.0131486192417323	0	0	0.00113403009777178	0	0.0283814019063965	0.000888834400956263	0.00370858491433475	0.000796886014650443	0.00327949244490759	0	0.000980782787262084	0.00113403009777178	0.00502651178471818	0.00594599564777638	0.00631378919299966	0	0	0	0.00202286449872805	0	0	0.00134857633248536	0.000643638704140742	0	0	0	0	0.00404572899745609	0.00658963435191712	0.005118460171024	0	0	0	0.00137922579458731	0.000980782787262084	0	0.000704937628344623	0	0	0	0	0.00104208171146596	0	0.00156312256719895	0.00217611180923775	0	0.000858184938854323	0	0	0	0	0	0	0	0	0	0.000980782787262084	0.00950133325160143	0	0	0.00242130750605327	0	0.00260520427866491	0	0	0	0	0.000643638704140742	0	0	0	0	0	0	0	0	0	0.00217611180923775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000643638704140742	0	0	0	0	0	0.00131792687038342	0	0	0	0.000919483863058203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147117418089313	0	0	0	0	0	0	0	0	0	0.00168572041560671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4B_Sv"	0.169903543665341	0.00785170163533786	0.0935964433351533	0.17128149130333	0.0386605308998258	0.00161193874632764	0.0236071029300887	0.00452382809453241	0.00327587551673036	0.0344486909497439	0.0454462730416244	0.00270389725190443	0.00566778462418428	0.0694433611522762	0.0154954111743754	0.00192392689077815	0.0762291032940748	0	0	0.000545979252788394	0	0.000779970361126277	0.0272989626394197	0.0010399604815017	0.00174193380651535	0.0052518004315836	0	0	0.00735772040662455	0	0.000857967397238905	0.000571978264825937	0	0.0175493331253412	0	0.00270389725190443	0	0.068377401658737	0	0.00148194368613993	0.0010399604815017	0.002443907131529	0.00246990614356654	0.0332787354080545	0	0	0	0.000857967397238905	0	0	0.00070197332501365	0	0	0	0	0.000623976288901022	0.00267789823986689	0.00465382315472012	0	0	0	0	0.00070197332501365	0.00187192886670307	0	0.0012219535657645	0	0	0	0.00116995554168942	0.00246990614356654	0	0.000753971349088735	0.00124795257780204	0	0.00080596937316382	0	0	0	0	0	0	0	0	0	0.000649975300938564	0.0191612718716689	0	0	0.00145594467410238	0	0.00275589527597951	0	0.000545979252788394	0	0	0	0	0	0	0	0	0	0	0	0	0.0056157866001092	0	0	0	0	0	0	0.00070197332501365	0	0.00145594467410238	0	0.000883966409276448	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675974312976107	0	0	0	0.00119595455372696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00371785872136859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000961963445389075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4C_Sv"	0.322576464489373	0.00922017329482337	0.200603569577131	0.0967747907872325	0.0273642894171666	0.00244390135525439	0.0276975486928831	0.00336962156557802	0.00316596311930682	0.0141264904095386	0.0295119603051174	0.00749833370362142	0.00148115233651781	0.0266237132489077	0.0320484336814041	0.00523957639043176	0.01590387321336	0	0	0.000944234614530104	0.000407316892542398	0.000425831296748871	0.01590387321336	0.00753536251203436	0.004739687476857	0.00444345700955343	0	0.000722061764052433	0.0501184921869214	0	0.000518403317781234	0.000722061764052433	0	0.0177367992298008	0.000407316892542398	0.00573946530400652	0	0.00788713619195734	0	0.00149966674072428	0.000407316892542398	0.00283270384359031	0.000944234614530104	0.0177367992298008	0	0	0	0.00222172850477672	0	0	0.00112937865659483	0	0	0	0	0.000518403317781234	0.00299933348144857	0.00274013182255795	0	0	0	0	0.00109234984818189	0	0	0.00166629637858254	0	0	0	0	0.000814633785084796	0	0.00222172850477672	0.00107383544397541	0	0.0017588683996149	0	0	0	0	0	0	0	0	0	0.000648004147226542	0.00109234984818189	0.000499888913574761	0	0.000759090572465378	0.000666518551433015	0.000444345700955343	0	0	0	0.000407316892542398	0.00137006591127897	0	0	0	0	0	0	0	0	0	0	0	0	0.000685032955639487	0	0	0	0.000573946530400652	0	0.00111086425238836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000777604976671851	0	0	0	0.000425831296748871	0	0	0	0	0	0	0.000499888913574761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138858031548545	0	0	0	0	0	0	0	0	0	0.00118492186921425	0	0	0	0	0	0.000388802488335925	0	0.00151818114493076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4D_Sv"	0.150291044252753	0.00750403254085139	0.139280454449821	0.0772494564836244	0.0601725226172943	0.00532996703836174	0.0302615891717512	0.015148327372186	0.00340136054421769	0.032926572690932	0.0389578511817098	0.00627673749912336	0.00112209832386563	0.00813521284802581	0.0250718844238726	0.0198120485307525	0.00953783575285784	0.00262991794656007	0	0.00126236061434883	0.000981836033382425	0.00210393435724805	0.0985342590644505	0.00697804895153938	0.0078897538396802	0.00227926222035206	0	0	0.0150781962269444	0	0	0.00105196717862403	0	0.0476891787642892	0.00115716389648643	0.0102391472052739	0	0.107931832526825	0	0	0.000841573742899221	0.00361175397994249	0.00960796689809945	0.0176379830282628	0	0	0	0.00171821305841924	0	0	0.00298057367276808	0	0	0	0	0.000841573742899221	0.00199873763938565	0.00255978680131847	0	0	0	0	0.000911704888140823	0	0	0.00112209832386563	0	0	0.00115716389648643	0	0	0	0.00171821305841924	0.00203380321200645	0	0	0	0	0	0	0	0	0	0.000981836033382425	0	0	0.00192860649414405	0	0	0.00108703275124483	0	0.00220913107511046	0	0	0	0	0.00077144259765762	0	0.00119222946910723	0	0	0	0	0	0	0	0.000876639315520022	0	0	0	0	0	0	0	0	0.00133249175959043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168314748579844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000946770460761624	0	0	0	0	0	0	0	0	0	0.00196367206676485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4E_Sv"	0.291370317686107	0.0213032581453634	0.129953261532209	0.19047619047619	0.0226579963422069	0.00314976630766104	0.0042674253200569	0.0372553004131951	0.00447063604958342	0.0118539592223803	0.0308202939781887	0.00487705750863646	0.00111765901239585	0.0102960102960103	0.0102282733861681	0.00650274334484861	0.00938156201314096	0	0	0.00650274334484861	0	0.00209984420510736	0.0630969315179842	0.0160197791776739	0.000812842918106076	0.00104992210255368	0	0	0.0378649326017747	0	0	0.00237079184447606	0	0.020354941407573	0.00111765901239585	0.01683262209578	0	0.0012531328320802	0	0.00118539592223803	0	0.00460610986926776	0.00264173948384475	0.00118539592223803	0	0	0	0.00121926437715911	0	0.000711237553342817	0.00108379055747477	0	0	0	0	0	0.00257400257400257	0.00155794892636998	0	0	0	0	0.00165955429113324	0	0	0.00152408047144889	0	0	0	0	0	0	0.00233692338955497	0.00257400257400257	0	0.00399647768068821	0	0	0	0	0	0	0	0	0	0.00196437038542302	0.00132086974192237	0	0	0.00149021201652781	0	0.00213371266002845	0	0	0	0	0.00104992210255368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172729120097541	0	0	0	0	0	0	0	0	0	0	0.000711237553342817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138860665176455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5A_Sv"	0.25367032150158	0.00984947035866939	0.148299572570154	0.35935080220529	0.0117388341696091	0.00458403022982097	0.00306634454562349	0.0146812860063185	0.00582295731896178	0.00470792293873506	0.0825125441367776	0.00173449792479713	0	0.00192033698816825	0.00157963203865453	0	0.0012389270891408	0.00126990026636932	0.00185839063371121	0.0143715542340333	0.000929195316855603	0.000681409899027442	0	0	0.00114600755745524	0	0	0	0.00130087344359784	0	0	0	0.000774329430713003	0.00789816019327263	0	0	0	0	0	0	0	0	0.00789816019327263	0.026203307935328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116459146379236	0	0.00399553986247909	0	0	0.00102211484854116	0.00427429845753577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142476615251192	0	0	0	0.00480084247042062	0	0	0	0	0	0	0	0.00111503438022672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164157839311157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000991141671312643	0	0	0	0	0	0
"5B_Sv"	0.184273999035215	0.00699469368065605	0.287144235407622	0.266160154365654	0.0354558610709117	0.0142305836951278	0.00313555233960444	0.0192957067052581	0.00518572117703811	0.00385914134105162	0.0586107091172214	0	0	0.00458273034249879	0	0	0.00289435600578871	0	0	0.0157983598649301	0.00458273034249879	0	0	0	0	0	0	0	0	0	0	0	0	0.0459479015918958	0	0	0	0	0	0	0	0	0	0.0166425470332851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166425470332851	0	0.00494452484322238	0	0	0	0.00361794500723589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C_Sv"	0.507477203647416	0.00680851063829787	0.086565349544073	0.221155015197568	0.0159270516717325	0.00474164133738602	0.00632218844984802	0.0025531914893617	0.00401215805471125	0.00340425531914894	0.107841945288754	0	0	0.00437689969604863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158054711246201	0	0	0	0	0	0	0	0	0	0.00389057750759878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00911854103343465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5D_Sv"	0.0462880541214171	0.0150139457598956	0.214527327755029	0.465610349534152	0.0253397424485194	0.00180998160346567	0.00554863212865705	0.00290783929737108	0.00347160405910628	0.00522224200344193	0.089341878820248	0	0.000712123909560264	0.0016319506260756	0.000801139398255296	0	0.0024330900243309	0	0.000771467568690285	0.00136490415999051	0.000623108420865231	0.000682452079995253	0	0	0.000949498546080351	0	0	0.00148359147825055	0	0	0	0	0	0.0300278915197911	0	0	0	0	0	0	0	0	0.00103851403477538	0.0482760667022729	0	0	0	0	0	0	0	0	0	0	0	0.000682452079995253	0	0	0	0	0	0	0	0.010830217791229	0	0.00427274345736158	0	0	0.0018989970921607	0.00311554210432615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016319506260756	0	0	0	0.00611239689039226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00394635333214646	0	0	0	0	0	0	0	0	0.0016319506260756	0	0	0	0	0	0
"5E_Sv"	0.402346733319447	0.00933833229188363	0.0291605915434285	0.471846143164618	0.00638755814760814	0.00284662917447754	0.00492952857043671	0.00190932444629591	0.00340206901339999	0.00180517947649795	0.0180170797750469	0.00111087967784489	0.0102756370200653	0.00204818440602652	0.00107616468791224	0	0.00149274456710408	0.000937304728181629	0	0.00187460945636326	0.000798444768451017	0	0.00083315975838367	0	0	0	0	0	0	0	0.00100673470804693	0	0.000798444768451017	0.00246476428521836	0	0	0	0.00107616468791224	0	0	0	0	0	0.00128445462750816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00850517253349996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000867874748316323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197875442616122	0	0	0	0.00958133722141221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6A_Sv"	0.0410268164107266	0.00458400183360073	0.784047673619069	0.0240201696080678	0.00614256245702498	0.0225074490029796	0.037634655053862	0.00412560165024066	0.0164107265642906	0.00224616089846436	0.00838872335548934	0	0.0176484070593628	0.00132936053174421	0.00357552143020857	0	0.00110016044006418	0	0	0.00210864084345634	0	0	0	0	0.00279624111849645	0	0	0	0	0.00573000229200092	0	0	0	0.00229200091680037	0	0	0	0	0	0	0	0	0	0.00151272060508824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000962640385056154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481320192528077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049965619986248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6B_Sv"	0.0371385196430555	0.00544303328766616	0.749435331580701	0.0331765838486318	0.00751656977820565	0.0073684600288814	0.0082571185248269	0.0208464472173881	0.00492464916503129	0.00562817047432147	0.02021698078276	0.00411004554374792	0	0.00148109749324249	0.00133298774391824	0.00303624986114711	0	0.00425815529307217	0	0.00118487799459399	0.00188839930388418	0.000888658495945496	0	0.00325841448513348	0.00148109749324249	0	0.000999740807938683	0	0	0	0	0	0	0.00233272855185693	0	0	0	0.000851631058614433	0	0	0	0	0	0.0016662346798978	0	0	0	0	0	0	0	0	0.029140593179546	0	0	0	0	0	0	0	0	0	0	0.00114785055726293	0	0	0	0	0.00125893286925612	0	0	0	0	0.0343614618432258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536897841300404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
