;1A_Sv;1B_Sv;1C_Sv;1D_Sv;1E_Sv;2A_Sv;2B_Sv;2C_Sv;2D_Sv;2E_Sv;3A_Sv;3B_Sv;3C_Sv;3D_Sv;3E_Sv;4A_Sv;4B_Sv;4C_Sv;4D_Sv;4E_Sv;5A_Sv;5B_Sv;5C_Sv;5D_Sv;5E_Sv;6A_Sv;6B_Sv;6C_Sv;6D_Sv;6E_Sv;7A_Sv;7B_Sv;7C_Sv;7D_Sv;7E_Sv;8A_Sv;8B_Sv;8C_Sv;8D_Sv;8E_Sv;9A_Sv;9B_Sv;9C_Sv;9D_Sv;9E_Sv;BIO1_1_An;BIO1_2_An;BIO1_3_An;BIO1_4_An;BIO1_5_An;BIO2_1_An;BIO2_2_An;BIO2_3_An;BIO2_4_An;BIO2_5_An;BIO3_1_An;BIO3_2_An;BIO3_3_An;BIO3_4_An;BIO3_5_An;BIO4_1_An;BIO4_2_An;BIO4_3_An;BIO4_4_An;BIO4_5_An;C2_1_An;C2_2_An;C2_3_An;C2_4_An;C2_5_An;C3_1_An;C3_2_An;C3_3_An;C3_4_An;C3_5_An;C3_6_An;C4_1_An;C4_2_An;C4_3_An;C4_4_An;C4_5_An;K5_1_An;K5_2_An;K5_3_An;K5_4_An;K5_5_An;K6_1_An;K6_2_An;K6_3_An;K6_4_An;K6_5_An;K7_1_An;K7_2_An;K7_3_An;K7_4_An;K7_5_An;K9_1_An;K9_2_An;K9_3_An;K9_4_An;K9_5_An;Me1_1_An;Me1_2_An;Me1_3_An;Me1_4_An;Me1_5_An;Me2_1_An;Me2_2_An;Me2_3_An;Me2_4_An;Me2_5_An;Me3_1_An;Me3_2_An;Me3_3_An;Me3_4_An;Me3_5_An
1_Unk_Monomastigaceae_A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;114;0;143;0;1694;68;71;0;1284;67;89;107;67;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2_Auxenochlorella_sp;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;152;0;0;129;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;53;0;42;44;89;1730;421;2170;3010;263;0;97;277;221;1156;27;873;56;232;98;1082;149;264;285;781;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0
3_Auxenochlorella_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;31;58;56;127;1293;435;1739;1782;348;0;78;242;167;640;35;637;47;179;58;442;133;165;192;456;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4_Auxenochlorella_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;21;82;55;0;0;0;0;0;38;0;76;0;21;0;51;0;0;25;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5_Auxenochlorella_protothecoides;0;0;0;0;0;0;0;0;0;0;91;73;26;26;47;43;26;42;48;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0
6_Chlorella_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;48;0;0;0;30;0;0;0;0;29;0;0;0;0;0;0;51;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;38;116;0;0;0;0;0;0;0;0;36;22;28;0;35;187;298;0;278;797;550;941;1100;50;0;0;0;0;230;333;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7_Chlorella_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;30;67;0;0;87;212;65;213;115;0;0;0;0;0;52;59;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8_Chlorella_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;41;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9_Unk_Chlorellales;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;71;26;24;0;86;0;0;29;25;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;22;0;124;0;0;0;0;0;0;0;0;0;114;0;75;70;25;73;78;102;14829;60;101;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0
10_Unk_Chlorellales;0;23;0;0;0;0;0;0;0;0;21;160;31;0;0;37;40;22;24;0;0;0;0;0;0;0;0;0;0;0;0;0;35;41;0;140;0;41;131;60;0;0;0;69;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;24;0;0;0;580;72;686;585;462;116;131;49;43;0;0;0;0;21;0;0;39;43;0;0;0;0;31;21;0;43;41;99;78;60;111;25;35;0;0;26;0;0;0;54;0;149;735;382;1029;576;70;256;407;86;313
11_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;230;156;49;62;138;66;33;120;49;36;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;49;0;111;118;0;0;0;0;0;0;76;0;0;0;97;0;146;0;0;207;0;68;27;36;525;647;542;711;328;0;23;100;66;165;0;25;0;0;0;381;24;0;24;21;67;0;0;0;0;0;0;38;0;44;47;0;0;0;0;0;31;93;0;0;21;0;0;0;0;0;38;22;0;139;35;0;0;0;0;0
12_Unk_Chlorellales;0;0;0;0;76;0;0;0;0;0;116;83;55;54;256;132;103;162;57;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;68;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;32;218;0;0;0;0;0;0;0;0;28;35;107;0;0;0;0;0;27;83;0;144;0;0;346;0;163;0;186;418;0;0;143;0;0;0;0;0;0;0;0;34;45;0;0;0;0;0
13_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;21;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;52;41;32;29;55;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;27;91;42;0;0;41;0;29
14_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;30;24;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;257;142;63;261;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;32;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;63;49;0;0;28;0;0
16_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;31;48;36;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0
17_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;67;0;0;0;27;0;126;0;0;0;0;0;28;33;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;75;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19_Unk_Chlorellales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;32;0;0;0;0;30;0;31;0;23;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20_Coccobotrys_mucosus;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;206;1280;958;503;35;846;138;32;1627;37;33;45;30;37;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;117;26;26;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0
21_Coccobotrys_mucosus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;143;75;27;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22_Dictyosphaerium_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;31;0;0;46;0;0;55;57;109;145;56;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23_Dictyosphaerium_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24_Marvania_sp;51;75;23;0;54;22;229;0;77;0;148;130;93;126;256;231;104;405;179;144;56;0;0;0;32;0;111;0;93;30;42;0;76;34;154;182;23;57;156;123;0;0;0;0;138;57;92;0;0;0;0;289;28;32;0;96;0;0;44;259;39;381;125;0;106;26;26;78;216;409;27;110;91;100;0;0;53;55;197;46;108;8437;14565;9140;12076;1172;970;3805;1563;3411;2918;459;948;97;121;325;2866;4307;105;7639;3100;123;83;145;42;0;0;23;22;353;41;0;61;195;29;84
25_Marvania_sp;0;0;0;0;0;0;0;0;0;0;112;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;100;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26_Muriella_terrestris;0;25;0;0;0;0;207;0;0;0;85;44;0;40;176;80;202;240;65;31;0;0;0;0;0;0;0;0;24;0;0;0;0;0;33;140;0;0;0;0;0;0;0;0;54;0;22;0;0;0;0;108;24;0;0;0;0;0;0;98;0;280;0;0;27;55;0;24;89;229;0;0;35;36;0;0;36;0;87;30;64;2198;3299;1246;3137;201;349;1411;871;1167;1006;115;36;0;0;34;798;1044;21;22;753;0;23;30;0;0;0;0;0;321;0;0;0;48;0;0
27_Nannochloris_normandinae;1209;1617;123;310;11139;300;516;202;458;345;2160;1978;9478;605;2424;2347;6588;5227;2203;5624;11602;2207;1819;15692;13592;524;896;1149;1278;758;5893;274;342;1884;957;648;1617;1435;6469;3011;306;479;643;1245;310;4134;2285;417;1146;159;3051;1811;1137;1990;1108;4407;1337;4027;2019;1634;5380;1521;2215;7066;2872;2091;780;4618;3069;6050;617;1153;1031;506;180;712;4152;5137;4637;6299;4978;2619;2823;2087;4921;431;912;3839;4369;3946;4184;792;1519;680;227;635;1064;1238;128;424;1952;536;526;876;1270;166;1211;2388;1925;3951;3112;445;3862;4588;2008;1523
28_Neocystis_brevis;126;287;29;38;169;90;127;78;181;1632;759;1112;578;302;656;817;1325;763;939;350;152;32;28;176;52;49;152;132;128;172;79;67;220;1362;430;1016;325;1291;2111;2048;137;52;89;274;148;152;152;49;40;28;69;189;71;63;187;247;115;142;164;469;952;1433;829;723;1166;3174;409;3183;3604;2633;2868;797;340;739;45;111;178;347;249;360;1579;589;1084;392;490;180;480;2507;1744;2303;2786;809;1628;369;415;1119;1561;1930;96;230;949;95;95;118;298;92;975;3715;2170;4424;1998;841;2773;3048;688;2474
29_Neocystis_sp;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;79;21;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;24;0;0;0
30_Neocystis_brevis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0
31_Parietochloris_alveolaris;0;0;0;0;0;0;0;0;0;0;139;60;27;46;157;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;55;49;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;90;301;0;0;0;24;182;46;99;113;0;849;28;277;197;69;69;27;25;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32_Parietochloris_cohaerens;0;0;0;0;0;0;0;0;0;0;28;598;0;105;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33_Parietochloris_alveolaris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34_Picochlorum_eukaryotum;0;0;0;0;0;0;0;0;0;0;43;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;85;49;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0
35_Desmococcus_olivaceus;105;128;27;53;312;191;304;109;304;176;1490;1331;1104;676;3525;661;302;498;214;629;318;58;56;506;269;100;147;214;222;92;84;59;80;240;476;511;692;1115;723;1964;176;139;166;237;1458;391;1940;113;231;71;16152;2347;1138;4645;1809;13388;2490;12403;3757;18300;13383;36352;17056;18668;34439;563;446;1822;1892;1685;431;1151;347;515;166;641;2502;8896;7143;6121;11529;3077;2529;2342;3933;656;460;1475;1795;2532;1584;426;806;188;158;202;2341;3035;150;166;2288;231;284;321;146;42;94;444;402;1021;928;177;187;802;347;785
36_Desmococcus_olivaceus;0;0;0;0;0;0;0;0;0;0;25;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;97;0;27;0;0;213;396;304;260;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37_Desmococcus_olivaceus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;97;256;218;66;0;0;0;0;0;0;0;0;0;0;0;0;22;0;35;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38_Desmococcus_olivaceus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;23;0;28;75;71;72;23;0;0;0;0;0;0;0;40;0;0;0;0;28;49;61;54;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39_Elliptochloris_sp;2986;8357;196;492;1495;3218;4219;1200;3552;6530;293;421;432;124;215;1369;1487;1478;1716;669;379;294;131;854;184;134;203;326;269;438;801;1504;1087;3014;3432;6619;631;3758;2202;3474;1611;2712;945;10364;6477;7150;13421;4789;5331;2363;15985;12825;17001;17852;13212;385;128;350;271;592;780;8199;1175;1246;7854;3032;1134;6569;4318;2635;746;728;482;262;86;117;211;1167;837;401;1182;610;982;577;727;155;1377;2010;5065;3169;4837;2674;1157;1026;966;1302;338;266;172;230;334;121;154;140;486;111;773;1715;3167;2577;984;3830;4042;2352;1891;8744
40_Elliptochloris_subsphaerica;222;1147;34;96;386;484;883;162;629;1989;245;261;367;83;155;875;2671;1438;232;304;62;38;36;55;59;29;40;101;82;92;193;151;546;547;615;1097;178;98;1425;1049;356;218;208;1472;511;2196;1767;452;2120;1051;2443;586;1100;435;1223;530;58;637;133;348;495;831;1023;593;990;1214;697;1160;1220;862;521;737;253;133;22;48;95;352;207;90;182;334;493;778;538;106;953;1408;2637;2785;2896;2063;1200;645;432;1215;936;512;94;134;809;83;104;109;137;37;222;575;450;555;506;1948;1250;813;778;2638
41_Elliptochloris_bilobata;0;21;0;0;27;0;0;0;0;0;49;112;112;0;41;926;675;958;1360;601;255;381;130;1012;71;50;63;64;63;0;0;0;0;0;0;22;0;57;25;0;37;0;90;0;41;0;0;0;0;0;0;33;0;0;0;0;0;0;0;29;0;0;0;0;0;29;244;38;58;35;0;36;37;23;0;0;0;58;109;152;47;0;0;86;213;61;141;406;493;180;533;356;144;57;0;184;50;0;0;0;44;0;0;0;0;0;0;35;0;0;25;0;0;0;0;0
42_Elliptochloris_reniformis;0;75;0;0;0;0;0;0;0;0;42;73;47;0;34;215;179;148;73;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;76;0;0;57;44;0;0;60;63;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;34;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;74;43;76;28;676;300;85;0;334;29;0;0;0;21;0;0;0;0;0;0;27;0;23;56;0;0;0;0;0
43_Elliptochloris_subsphaerica;0;34;0;0;0;36;0;0;0;0;0;0;22;0;0;34;95;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;59;61;0;0;0;0;0;61;54;0;50;0;0;0;0;0;0;0;0;0;0;0;0;28;47;23;73;37;21;42;44;33;21;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;53;71;93;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;36;0;0;0
44_Elliptochloris_subsphaerica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;24;25;0;0;0;33;0;116;79;0;128;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;30;0;26;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;24;0;0;51
45_Elliptochloris_marina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;395;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0
46_Elliptochloris_sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;65;0;0;21;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0
47_Elliptochloris_marina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;46;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48_Prasiola_crispa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;22;0;50;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;21;25;0;0;0;40;110;34;118;0;234;0;39;0;56;88;170;117;230;146;44;62;97;122;0;0;62;44;63;46;23;0;0;0;0;96;130;0;0;121;0;0;24;0;0;0;0;28;64;0;0;0;36;0;33
49_Unk_Prasiolales;189;522;25;45;242;478;256;82;387;143;633;550;1823;172;760;324;1748;1594;1111;910;2664;486;887;3011;519;183;546;242;289;82;34;34;82;153;138;538;137;1010;806;309;40;161;28;239;54;400;328;693;422;70;4274;4709;4492;4590;3889;656;267;155;147;104;251;164;554;257;241;427;95;691;484;1917;252;1388;226;177;95;326;379;1343;285;415;911;4007;1259;449;1695;104;491;1838;1642;1934;1830;1144;1502;688;121;316;331;549;84;434;724;196;52;75;230;52;460;324;331;480;685;202;7151;357;448;94
50_Unk_Prasiolales;368;44;109;0;32;0;43;44;41;44;477;169;36;25;53;30;21;51;36;192;464;131;0;46;54;46;32;46;301;357;0;0;0;40;65;32;343;82;208;349;102;0;0;27;0;671;28;191;25;0;24;40;34;68;66;26;197;0;51;38;35;61;44;75;409;635;654;3336;1181;3025;130;220;416;152;218;151;125;183;151;264;182;44;502;597;69;164;83;117;79;168;342;78;173;183;0;511;69;73;35;46;320;0;27;129;800;227;321;707;1240;1958;2913;204;939;352;183;0
51_Unk_Prasiolales;0;0;0;0;0;0;0;0;0;0;120;238;84;53;38;51;29;120;49;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;45;27;0;0;0;0;0;0;23;74;273;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0
52_Unk_Prasiolales;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;21;0;0;0;0;0;33;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
